Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,symmetric,0.3882211753233745
100% Corpus,9,0.61,0.01,0.5001165790592277
100% Corpus,9,0.61,0.31,0.37742039746869754
100% Corpus,9,0.61,0.61,0.394875007187402
100% Corpus,9,0.61,0.9099999999999999,0.3642909951638229
100% Corpus,9,0.61,symmetric,0.3827542234986817
100% Corpus,9,0.9099999999999999,0.01,0.49407296296448017
100% Corpus,9,0.9099999999999999,0.31,0.3868735409318441
100% Corpus,9,0.9099999999999999,0.61,0.3863222306540842
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.4265447768522801
100% Corpus,9,0.9099999999999999,symmetric,0.38542886119414665
100% Corpus,9,symmetric,0.01,0.5253099565940456
100% Corpus,9,symmetric,0.31,0.4202525548869585
100% Corpus,9,symmetric,0.61,0.4049300231873489
100% Corpus,9,symmetric,0.9099999999999999,0.427114648197376
100% Corpus,9,symmetric,symmetric,0.3887875291746058
100% Corpus,9,asymmetric,0.01,0.4896400386745206
100% Corpus,9,asymmetric,0.31,0.4089123031637757
100% Corpus,9,asymmetric,0.61,0.41285576775625854
100% Corpus,9,asymmetric,0.9099999999999999,0.33231439417678965
100% Corpus,9,asymmetric,symmetric,0.4167239378732399
100% Corpus,10,0.01,0.01,0.5081504335225928
100% Corpus,10,0.01,0.31,0.3944836002115526
100% Corpus,10,0.01,0.61,0.4024417851096757
100% Corpus,10,0.01,0.9099999999999999,0.3810563771057883
100% Corpus,10,0.01,symmetric,0.3954889713172101
100% Corpus,10,0.31,0.01,0.5198789878151323
100% Corpus,10,0.31,0.31,0.39795011871675484
100% Corpus,10,0.31,0.61,0.4020565145409636
100% Corpus,10,0.31,0.9099999999999999,0.36527912706492527
100% Corpus,10,0.31,symmetric,0.38997207163360365
100% Corpus,10,0.61,0.01,0.5075296353862243
100% Corpus,10,0.61,0.31,0.38692779011624123
100% Corpus,10,0.61,0.61,0.4057430522828339
100% Corpus,10,0.61,0.9099999999999999,0.38961920776528175
100% Corpus,10,0.61,symmetric,0.39581721910796897
100% Corpus,10,0.9099999999999999,0.01,0.5220376244977121
100% Corpus,10,0.9099999999999999,0.31,0.3875672650320992
100% Corpus,10,0.9099999999999999,0.61,0.38007340571152776
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.4264753026829277
100% Corpus,10,0.9099999999999999,symmetric,0.3870156417169786
100% Corpus,10,symmetric,0.01,0.5229967216407856
100% Corpus,10,symmetric,0.31,0.40180542551869775
100% Corpus,10,symmetric,0.61,0.3910908860993909
100% Corpus,10,symmetric,0.9099999999999999,0.39828872414252364
100% Corpus,10,symmetric,symmetric,0.39240702358846974
100% Corpus,10,asymmetric,0.01,0.5078573963673915
100% Corpus,10,asymmetric,0.31,0.3977564561241611
100% Corpus,10,asymmetric,0.61,0.39662609829047196
100% Corpus,10,asymmetric,0.9099999999999999,0.3557277653432299
100% Corpus,10,asymmetric,symmetric,0.4098437474782995
